-0.31099,53.7802
-3.11255,55.8706
-0.088533,51.3806
-0.326795,51.4476
-3.94653,51.6594
-0.447304,50.8153
-0.416988,51.4987
-1.53935,53.8108
-0.275438,53.7478
-2.08991,52.9739
-4.28391,55.8863
-3.94304,51.6317
-1.34684,53.4937
-2.07919,52.482
0.278042,51.1482
-2.98169,51.348
-2.16283,52.5623
-0.189638,51.535
-1.16379,52.6721
-3.88619,51.6198
-1.93748,52.5172
-0.32634,51.578
-1.18939,53.0464
-0.403184,51.6297
-2.17313,53.5239
-0.425243,51.8809
-1.54619,54.9408
-2.61786,53.6521
-1.60199,54.9812
-0.105094,51.5223
-1.59985,52.2746
-3.53969,50.4902
-1.55228,53.8087
0.084291,51.6036
-0.062879,51.3858
0.87316,51.143
-3.27546,51.404
-3.32742,51.5945
-0.23427,51.5926
-1.34688,52.0652
-2.0196,52.5826
-0.158879,51.5219
-2.01516,52.5539
-3.13495,51.5185
-2.1883,53.9167
-0.365483,51.4443
-1.08663,50.8028
-4.13153,55.8661
-3.20231,51.482
-2.24501,53.4592
-0.197442,51.4579
-0.440066,51.4219
-2.09298,53.4977
0.00857,51.4911
-4.16323,51.6827
-0.361952,50.8123
-1.9013,52.4864
-4.34018,55.8567
-0.029734,51.4046
-3.04608,53.421
0.133924,51.7656
-4.16453,55.7812
-4.42302,55.8321
-1.63055,53.6806
-2.52292,53.5844
-2.48383,53.7463
-0.257853,51.6253
-1.27318,52.9336
-1.48779,53.3802
0.065491,51.6475
-0.053012,51.4015
-1.80106,53.642
-3.17575,51.5022
-0.025881,51.504
-3.19222,51.6582
-0.489183,51.3543
0.275877,50.804

